Item No_,Lot No_,Bin Code,Days from Registration
119396,IDS-21E2-00700,IGS,324
123498,IDS-21E2-00039,TMG,226
123546,IDS-21E2-00560,TMG,625
125880,IDS-21E2-00820,TMG,664
135677,IDS-21E2-00881,IGS,300
145340,IDS-21E2-00340,TMG,476
149286,IDS-21E2-00039,TMG,195
1000457,IDS-21E2-00576,IGS,195
1000457,IDS-21E2-01076,TMG,693
105491,IDS-21E2-00039,IGS,25
105581,IDS-21E2-00054,TMG,619
108259,IDS-21E2-00444,TMG,658
108259,IDS-21E2-01092,TMG,204
115418,IDS-21E2-00433,IGS,386
115657,IDS-21E2-00125,IGS,582
115657,IDS-21E2-00056,TMG,648
118270,IDS-21E2-00114,TMG,53
119192,IDS-21E2-00820,TMG,221
121969,IDS-21E2-00818,TMG,459
122106,IDS-21E2-00564,IGS,573
123234,IDS-21E2-00039,TMG,703
129713,IDS-21E2-00337,TMG,469
130371,IDS-21E2-00125,IGS,347
131174,IDS-21E2-00576,IGS,93
131352,IDS-21E2-00320,TMG,472
133757,IDS-21E2-00125,IGS,392
138616,IDS-21E2-00080,TMG,527
141393,IDS-21E2-00039,IGS,329
142120,IDS-21E2-00039,TMG,280
145340,IDS-21E2-00114,IGS,135
EII-CNS-OT-0005,IDS-21E2-00588,TMG,278
EII-CNS-OT-0025,IDS-21E2-00080,IGS,348
102671,IDS-21E2-00580,TMG,319
105581,IDS-21E2-00056,IGS,518
111071,IDS-21E2-00086,IGS,700
111742,IDS-21E2-00380,IGS,317
115334,IDS-21E2-00324,IGS,317
115657,IDS-21E2-00596,TMG,540
119192,IDS-21E2-00496,TMG,535
121793,IDS-21E2-00816,IGS,423
121969,IDS-21E2-00054,IGS,501
123248,IDS-21E2-00039,TMG,418
129713,IDS-21E2-00125,IGS,492
132352,IDS-21E2-00560,TMG,349
133081,IDS-21E2-00340,TMG,263
135506,IDS-21E2-00125,IGS,530
142726,IDS-21E2-00101,IGS,298
145424,IDS-21E2-00432,TMG,117
145433,IDS-21E2-00028,IGS,338
146860,IDS-21E2-00817,TMG,513
147755,IDS-21E2-01140,IGS,593
148935,IDS-21E2-00561,TMG,546
700526-1,IDS-21E2-00056,IGS,269
700536-4,IDS-21E2-01072,TMG,438
EII-CNS-OT-0025,IDS-21E2-01076,IGS,494
100011,IDS-21E2-00325,IGS,333
1000457,IDS-21E2-00325,TMG,483
102671,IDS-21E2-00325,TMG,463
108259,IDS-21E2-00324,IGS,659
108259,IDS-21E2-00624,IGS,669
108259,IDS-21E2-01074,TMG,105
108730,IDS-21E2-00083,TMG,461
113854,IDS-21E2-00580,IGS,286
114717,IDS-21E2-00083,IGS,518
114717,IDS-21E2-00101,TMG,426
114717,IDS-21E2-00437,TMG,685
117871,IDS-21E2-00039,TMG,241
119852,IDS-21E2-00384,TMG,638
119852,IDS-21E2-00318,TMG,619
120887,IDS-21E2-00039,IGS,407
125880,IDS-21E2-00433,TMG,166
127295,IDS-21E2-00125,TMG,203
131536,IDS-21E2-00820,IGS,456
131536,IDS-21E2-00125,IGS,568
133133,IDS-21E2-00125,IGS,652
137932,IDS-21E2-00500,IGS,263
138531,IDS-21E2-00561,IGS,239
138531,IDS-21E2-00572,TMG,294
147831,IDS-21E2-00028,IGS,239
EII-CNS-OT-0025,IDS-21E2-00636,TMG,585
104754,IDS-21E2-00336,TMG,516
108259,IDS-21E2-00320,TMG,685
114717,IDS-21E2-00325,TMG,475
115418,IDS-21E2-00125,TMG,113
119852,IDS-21E2-00628,IGS,701
124257,IDS-21E2-00039,TMG,671
124914,IDS-21E2-00372,IGS,685
128683,IDS-21E2-00125,TMG,605
132214,IDS-21E2-00125,TMG,418
132646,IDS-21E2-00086,TMG,289
135722,IDS-21E2-00560,IGS,282
137509,IDS-21E2-00125,TMG,50
138531,IDS-21E2-00086,IGS,639
138531,IDS-21E2-00624,IGS,224
138531,IDS-21E2-00317,TMG,451
147831,IDS-21E2-00448,TMG,77
148935,IDS-21E2-00336,TMG,325
EII-CNS-LB-0001,IDS-21E2-00584,TMG,461
1000457,IDS-21E2-00380,TMG,559
111742,IDS-21E2-00320,TMG,525
115418,IDS-21E2-00822,IGS,307
119852,IDS-21E2-00828,TMG,71
119852,IDS-21E2-00332,TMG,208
125880,IDS-21E2-00565,IGS,373
128313,IDS-21E2-00368,IGS,613
130371,IDS-21E2-00039,IGS,420
133081,IDS-21E2-00101,TMG,634
135506,IDS-21E2-00080,IGS,369
137963,IDS-21E2-00316,IGS,421
138531,IDS-21E2-00576,IGS,644
141305,IDS-21E2-00816,TMG,703
147755,IDS-21E2-00818,TMG,210
EII-CNS-CC-0002,IDS-21E2-00320,TMG,551
EII-CNS-OT-0029,IDS-21E2-00460,IGS,630
EII-CNS-OT-0030,IDS-21E2-00372,TMG,487
1000457,IDS-21E2-00689,TMG,297
108023,IDS-21E2-00086,TMG,54
108259,IDS-21E2-01077,TMG,111
108259,IDS-21E2-00372,TMG,643
112824,IDS-21E2-00125,TMG,696
114717,IDS-21E2-00579,TMG,546
115657,IDS-21E2-00054,IGS,533
116094,IDS-21E2-00560,IGS,582
119191,IDS-21E2-00324,TMG,32
119396,IDS-21E2-00320,IGS,281
120377,IDS-21E2-00083,TMG,484
121876,IDS-21E2-00039,IGS,540
121969,IDS-21E2-00114,IGS,61
124060,IDS-21E2-00320,TMG,469
137963,IDS-21E2-00372,TMG,635
137963,IDS-21E2-00373,TMG,617
139895,IDS-21E2-00028,IGS,619
141663,IDS-21E2-00560,IGS,684
147755,IDS-21E2-00820,TMG,290
149244,IDS-21E2-00114,TMG,681
700526-1,IDS-21E2-00039,IGS,390
1000457,IDS-21E2-00376,IGS,91
102565,IDS-21E2-00817,IGS,526
102671,IDS-21E2-00101,TMG,402
108259,IDS-21E2-00332,IGS,572
108730,IDS-21E2-00560,IGS,578
114717,IDS-21E2-00692,TMG,501
119191,IDS-21E2-00039,IGS,539
119852,IDS-21E2-00566,TMG,596
120887,IDS-21E2-00566,TMG,429
121571,IDS-21E2-00028,TMG,270
121793,IDS-21E2-00056,IGS,556
121793,IDS-21E2-00316,IGS,461
124914,IDS-21E2-00340,IGS,418
135677,IDS-21E2-00114,TMG,662
138531,IDS-21E2-01076,TMG,490
143236,IDS-21E2-00039,IGS,671
145340,IDS-21E2-00028,TMG,593
145839,IDS-21E2-00566,TMG,243
700536-2,IDS-21E2-00320,TMG,503
EII-CNS-OT-0007,IDS-21E2-00125,TMG,618
EII-CNS-OT-0025,IDS-21E2-00083,IGS,662
EII-CNS-OT-0030,IDS-21E2-00083,TMG,456
1000457,IDS-21E2-00572,TMG,592
102565,IDS-21E2-00101,TMG,699
103557,IDS-21E2-00056,TMG,341
105449,IDS-21E2-00056,TMG,585
105581,IDS-21E2-00054,IGS,351
108259,IDS-21E2-00690,TMG,440
108259,IDS-21E2-00322,IGS,428
108730,IDS-21E2-00125,IGS,145
117019,IDS-21E2-00704,IGS,407
119396,IDS-21E2-00560,TMG,261
131174,IDS-21E2-00028,TMG,15
136998,IDS-21E2-00114,TMG,377
137963,IDS-21E2-00564,TMG,703
139272,IDS-21E2-00564,IGS,503
145433,IDS-21E2-00086,IGS,640
146860,IDS-21E2-00436,IGS,542
149244,IDS-21E2-00039,IGS,655
EII-CNS-OT-0030,IDS-21E2-00564,TMG,679
1000457,IDS-21E2-00436,TMG,614
1000457,IDS-21E2-00568,IGS,507
100441,IDS-21E2-00125,IGS,577
104195,IDS-21E2-00564,TMG,673
105491,IDS-21E2-00818,IGS,570
107873,IDS-21E2-00561,TMG,37
108912,IDS-21E2-00320,TMG,261
113854,IDS-21E2-00592,IGS,59
114717,IDS-21E2-01072,IGS,622
116912,IDS-21E2-00434,IGS,573
118578,IDS-21E2-00581,IGS,307
119852,IDS-21E2-00357,IGS,126
119852,IDS-21E2-00400,TMG,320
121969,IDS-21E2-00432,IGS,416
133133,IDS-21E2-00580,TMG,467
135677,IDS-21E2-00816,IGS,531
138531,IDS-21E2-00432,IGS,475
139713,IDS-21E2-00101,IGS,16
145340,IDS-21E2-00083,TMG,703
EII-CNS-OT-0007,IDS-21E2-00101,TMG,340
EII-CNS-OT-0026,IDS-21E2-00039,TMG,227
100107,IDS-21E2-00630,IGS,503
100124,IDS-21E2-00322,IGS,522
105581,IDS-21E2-00340,IGS,428
108259,IDS-21E2-00582,IGS,547
113854,IDS-21E2-00880,TMG,36
115418,IDS-21E2-00056,TMG,540
117019,IDS-21E2-00083,IGS,377
117232,IDS-21E2-00572,IGS,620
123625,IDS-21E2-00592,TMG,345
123625,IDS-21E2-00125,TMG,667
131664,IDS-21E2-00576,TMG,270
132796,IDS-21E2-00054,IGS,518
135677,IDS-21E2-00101,TMG,683
138212,IDS-21E2-00592,TMG,617
138212,IDS-21E2-00324,IGS,362
138531,IDS-21E2-00316,TMG,547
140147,IDS-21E2-00560,TMG,82
700536-3,IDS-21E2-00101,IGS,603
102565,IDS-21E2-00816,TMG,565
105581,IDS-21E2-00432,IGS,639
114717,IDS-21E2-00125,TMG,699
114717,IDS-21E2-01204,IGS,634
115870,IDS-21E2-00125,IGS,561
117232,IDS-21E2-00054,TMG,643
117525,IDS-21E2-00039,TMG,693
118270,IDS-21E2-00572,TMG,176
119191,IDS-21E2-00114,TMG,598
119852,IDS-21E2-00101,TMG,687
124914,IDS-21E2-00334,TMG,203
132214,IDS-21E2-00054,IGS,346
135677,IDS-21E2-00028,TMG,688
139272,IDS-21E2-00560,IGS,642
139713,IDS-21E2-00372,IGS,393
141663,IDS-21E2-00832,TMG,576
143796,IDS-21E2-00316,TMG,434
144954,IDS-21E2-00039,IGS,222
145340,IDS-21E2-00368,TMG,207
145424,IDS-21E2-00054,TMG,230
700536-1,IDS-21E2-00560,TMG,461
105695,IDS-21E2-00114,TMG,488
108259,IDS-21E2-00821,IGS,341
108259,IDS-21E2-00584,IGS,408
108259,IDS-21E2-00561,IGS,635
108641,IDS-21E2-00564,IGS,57
108730,IDS-21E2-00054,TMG,602
111742,IDS-21E2-00337,TMG,640
114717,IDS-21E2-00817,IGS,482
117232,IDS-21E2-00564,IGS,597
117232,IDS-21E2-00328,IGS,172
118270,IDS-21E2-00596,TMG,469
121793,IDS-21E2-00560,TMG,604
125948,IDS-21E2-00560,TMG,590
130347,IDS-21E2-00820,IGS,647
131664,IDS-21E2-00320,TMG,611
132214,IDS-21E2-00820,IGS,494
139272,IDS-21E2-00114,TMG,621
145415,IDS-21E2-00054,TMG,677
145909,IDS-21E2-00576,TMG,44
700536-4,IDS-21E2-00565,IGS,642
1000457,IDS-21E2-00054,TMG,636
102565,IDS-21E2-00626,IGS,244
102565,IDS-21E2-01088,TMG,233
105695,IDS-21E2-00374,TMG,247
108423,IDS-21E2-00340,TMG,81
109606,IDS-21E2-00125,IGS,194
111742,IDS-21E2-01078,TMG,505
115418,IDS-21E2-00692,TMG,333
116994,IDS-21E2-00083,TMG,637
117019,IDS-21E2-00320,IGS,143
119191,IDS-21E2-00680,TMG,143
119852,IDS-21E2-00341,TMG,679
119852,IDS-21E2-00321,IGS,510
120887,IDS-21E2-00432,IGS,443
121969,IDS-21E2-00881,TMG,403
132453,IDS-21E2-00564,TMG,71
143108,IDS-21E2-00039,TMG,699
145415,IDS-21E2-00560,TMG,704
147831,IDS-21E2-00564,IGS,673
700536-2,IDS-21E2-00564,TMG,194
700536-2,IDS-21E2-00336,IGS,486
700536-3,IDS-21E2-00039,TMG,686
700536-4,IDS-21E2-00560,IGS,682
1000457,IDS-21E2-00101,TMG,689
1000457,IDS-21E2-00824,IGS,98
1000457,IDS-21E2-00688,IGS,610
104936,IDS-21E2-00624,TMG,640
114717,IDS-21E2-00596,TMG,692
119191,IDS-21E2-00125,IGS,676
119852,IDS-21E2-00840,IGS,116
123498,IDS-21E2-00039,IGS,123
129713,IDS-21E2-00101,TMG,419
132214,IDS-21E2-00325,IGS,76
135506,IDS-21E2-00564,TMG,685
138212,IDS-21E2-00114,TMG,332
138531,IDS-21E2-00373,TMG,147
138872,IDS-21E2-00325,TMG,665
141663,IDS-21E2-00596,TMG,501
147831,IDS-21E2-00101,TMG,514
149104,IDS-21E2-00564,IGS,702
700536-1,IDS-21E2-00565,IGS,563
700536-2,IDS-21E2-00568,TMG,529
700536-4,IDS-21E2-00572,TMG,547
103813,IDS-21E2-00816,TMG,96
105449,IDS-21E2-00125,IGS,291
105449,IDS-21E2-00114,IGS,121
105581,IDS-21E2-00376,IGS,447
105581,IDS-21E2-00320,TMG,645
111742,IDS-21E2-00592,TMG,634
117019,IDS-21E2-00114,TMG,151
119027,IDS-21E2-00316,TMG,153
119852,IDS-21E2-00432,TMG,656
121571,IDS-21E2-00562,IGS,195
121969,IDS-21E2-00054,TMG,242
123546,IDS-21E2-00628,TMG,632
123546,IDS-21E2-01078,IGS,189
123759,IDS-21E2-00568,TMG,565
125880,IDS-21E2-00028,TMG,385
125948,IDS-21E2-01233,TMG,302
131536,IDS-21E2-00125,TMG,584
132796,IDS-21E2-00039,IGS,697
141663,IDS-21E2-00101,TMG,407
147755,IDS-21E2-00083,IGS,472
147831,IDS-21E2-01142,IGS,184
148582,IDS-21E2-00560,TMG,105
EII-CNS-OT-0025,IDS-21E2-00561,IGS,566
108259,IDS-21E2-00370,IGS,483
111266,IDS-21E2-00101,IGS,54
117871,IDS-21E2-00056,IGS,363
119191,IDS-21E2-00384,IGS,656
119192,IDS-21E2-00568,TMG,546
123759,IDS-21E2-00564,TMG,470
124527,IDS-21E2-00080,IGS,506
125880,IDS-21E2-00086,IGS,101
125880,IDS-21E2-00039,IGS,693
127286,IDS-21E2-00028,IGS,87
131664,IDS-21E2-00083,TMG,352
132352,IDS-21E2-00324,TMG,245
135677,IDS-21E2-00324,IGS,217
135722,IDS-21E2-00625,IGS,542
138531,IDS-21E2-00083,TMG,663
EII-CNS-OT-0025,IDS-21E2-00565,TMG,326
1000457,IDS-21E2-00378,IGS,366
100441,IDS-21E2-00114,IGS,263
105695,IDS-21E2-00114,IGS,524
108259,IDS-21E2-00832,TMG,525
108259,IDS-21E2-00628,TMG,659
111742,IDS-21E2-00565,IGS,531
117019,IDS-21E2-00565,IGS,173
121969,IDS-21E2-00560,IGS,635
123546,IDS-21E2-00572,IGS,169
123759,IDS-21E2-00832,TMG,677
127431,IDS-21E2-00564,IGS,133
132893,IDS-21E2-00582,TMG,105
134072,IDS-21E2-00039,TMG,568
134072,IDS-21E2-00412,TMG,394
135456,IDS-21E2-00083,IGS,387
136998,IDS-21E2-00452,IGS,181
138872,IDS-21E2-00328,TMG,556
145340,IDS-21E2-00054,IGS,665
146860,IDS-21E2-00561,TMG,421
700536-1,IDS-21E2-00332,TMG,95
700567-1,IDS-21E2-00560,TMG,300
EII-CNS-OT-0025,IDS-21E2-00028,TMG,442
1000457,IDS-21E2-00320,IGS,635
100107,IDS-21E2-00039,IGS,416
105695,IDS-21E2-00039,TMG,627
108259,IDS-21E2-00453,TMG,348
108912,IDS-21E2-00340,TMG,250
111742,IDS-21E2-00039,IGS,702
111742,IDS-21E2-00944,IGS,424
115418,IDS-21E2-00101,IGS,633
115418,IDS-21E2-01204,TMG,687
117232,IDS-21E2-00125,IGS,679
117525,IDS-21E2-00028,TMG,633
123625,IDS-21E2-00564,IGS,540
124914,IDS-21E2-00083,TMG,478
132646,IDS-21E2-00320,TMG,369
135506,IDS-21E2-00560,IGS,672
138212,IDS-21E2-00404,IGS,378
141305,IDS-21E2-00028,IGS,327
141305,IDS-21E2-00039,TMG,415
141663,IDS-21E2-00608,TMG,397
145340,IDS-21E2-00320,IGS,596
EII-CNS-OT-0029,IDS-21E2-00125,IGS,455
105581,IDS-21E2-00368,IGS,679
105581,IDS-21E2-00564,IGS,553
108259,IDS-21E2-00323,TMG,492
109456,IDS-21E2-00316,IGS,24
119027,IDS-21E2-00083,IGS,273
119396,IDS-21E2-00496,IGS,335
119852,IDS-21E2-00692,TMG,583
123759,IDS-21E2-00580,IGS,429
133133,IDS-21E2-00615,TMG,695
133253,IDS-21E2-00101,TMG,500
138212,IDS-21E2-00083,IGS,647
138531,IDS-21E2-00692,TMG,693
138616,IDS-21E2-00584,TMG,70
138872,IDS-21E2-00125,TMG,522
141393,IDS-21E2-00816,TMG,109
142651,IDS-21E2-00352,TMG,364
143236,IDS-21E2-00125,TMG,463
700536-3,IDS-21E2-00056,TMG,614
700567-1,IDS-21E2-00624,TMG,630
100833,IDS-21E2-00039,TMG,519
102671,IDS-21E2-00039,IGS,678
102957,IDS-21E2-00560,IGS,610
103813,IDS-21E2-00580,IGS,517
104279,IDS-21E2-00566,TMG,216
105581,IDS-21E2-01092,TMG,361
117558,IDS-21E2-00083,IGS,185
125880,IDS-21E2-00086,TMG,479
136704,IDS-21E2-00086,TMG,71
141305,IDS-21E2-00577,IGS,255
700536-3,IDS-21E2-00596,TMG,209
EII-CNS-CC-0002,IDS-21E2-00336,TMG,658
EII-CNS-OT-0025,IDS-21E2-00561,TMG,600
1000457,IDS-21E2-00083,IGS,629
1000457,IDS-21E2-00320,TMG,657
105695,IDS-21E2-00816,TMG,620
108259,IDS-21E2-00083,TMG,616
109456,IDS-21E2-00125,IGS,61
111742,IDS-21E2-00820,IGS,670
115418,IDS-21E2-00576,IGS,278
116912,IDS-21E2-00056,IGS,377
119191,IDS-21E2-00337,IGS,217
131536,IDS-21E2-00436,IGS,604
135506,IDS-21E2-00566,TMG,98
135722,IDS-21E2-00372,TMG,521
137932,IDS-21E2-01072,TMG,64
145433,IDS-21E2-00372,TMG,576
148582,IDS-21E2-00114,TMG,557
149244,IDS-21E2-00560,IGS,415
EII-CNS-OT-0029,IDS-21E2-00817,IGS,52
1000457,IDS-21E2-00324,TMG,160
102565,IDS-21E2-00056,TMG,682
107954,IDS-21E2-00561,TMG,435
108259,IDS-21E2-00028,IGS,671
108259,IDS-21E2-00560,IGS,697
108259,IDS-21E2-00816,IGS,567
111071,IDS-21E2-00560,IGS,348
112296,IDS-21E2-00560,TMG,473
114717,IDS-21E2-00080,IGS,345
119852,IDS-21E2-00690,TMG,225
123546,IDS-21E2-00580,IGS,664
124914,IDS-21E2-00816,IGS,486
125909,IDS-21E2-00320,IGS,38
125948,IDS-21E2-00820,TMG,429
127229,IDS-21E2-00083,IGS,484
137932,IDS-21E2-00881,IGS,594
141388,IDS-21E2-00054,TMG,400
142120,IDS-21E2-00056,IGS,683
EII-CNS-OT-0025,IDS-21E2-00692,TMG,664
1000457,IDS-21E2-00708,TMG,284
1000457,IDS-21E2-00593,TMG,528
108259,IDS-21E2-00368,IGS,692
108259,IDS-21E2-00101,TMG,551
111434,IDS-21E2-00039,IGS,495
112048,IDS-21E2-00590,TMG,391
114717,IDS-21E2-00852,IGS,235
114717,IDS-21E2-00336,TMG,364
117019,IDS-21E2-00572,TMG,246
119852,IDS-21E2-00600,IGS,683
123234,IDS-21E2-00056,TMG,679
123759,IDS-21E2-00561,TMG,324
125880,IDS-21E2-00321,IGS,546
131664,IDS-21E2-00114,TMG,289
133133,IDS-21E2-00101,IGS,550
133133,IDS-21E2-00436,TMG,664
136998,IDS-21E2-00101,IGS,242
700567-1,IDS-21E2-00577,TMG,402
700567-2,IDS-21E2-00566,TMG,418
100392,IDS-21E2-00101,TMG,612
105581,IDS-21E2-00432,TMG,460
105581,IDS-21E2-00114,TMG,563
105581,IDS-21E2-00352,TMG,186
108023,IDS-21E2-00369,TMG,37
108730,IDS-21E2-00817,IGS,601
113854,IDS-21E2-00325,TMG,517
114717,IDS-21E2-00564,TMG,698
118475,IDS-21E2-00332,IGS,67
121969,IDS-21E2-00816,TMG,122
123625,IDS-21E2-00039,IGS,685
125880,IDS-21E2-00564,IGS,422
126928,IDS-21E2-00560,IGS,536
132453,IDS-21E2-00039,TMG,503
136998,IDS-21E2-00054,IGS,22
138872,IDS-21E2-00566,TMG,300
139272,IDS-21E2-00816,TMG,643
141388,IDS-21E2-00580,IGS,266
100107,IDS-21E2-00083,TMG,678
103629,IDS-21E2-00576,IGS,532
105449,IDS-21E2-00083,IGS,408
108259,IDS-21E2-00328,TMG,397
111742,IDS-21E2-00628,TMG,695
115418,IDS-21E2-00086,IGS,496
117019,IDS-21E2-00086,TMG,550
117525,IDS-21E2-00056,TMG,55
118475,IDS-21E2-00560,TMG,606
118578,IDS-21E2-00039,IGS,320
119396,IDS-21E2-00083,TMG,352
119852,IDS-21E2-00883,TMG,216
119852,IDS-21E2-00432,IGS,594
123234,IDS-21E2-00560,TMG,338
128313,IDS-21E2-00372,IGS,651
131536,IDS-21E2-00560,IGS,641
133133,IDS-21E2-00572,TMG,662
138531,IDS-21E2-00080,IGS,507
139272,IDS-21E2-00320,TMG,590
147755,IDS-21E2-00833,IGS,172
1000457,IDS-21E2-00821,IGS,120
102565,IDS-21E2-00596,TMG,456
108259,IDS-21E2-00576,TMG,678
108423,IDS-21E2-00101,IGS,67
111742,IDS-21E2-00352,TMG,506
111742,IDS-21E2-00817,IGS,360
112296,IDS-21E2-00039,TMG,530
113854,IDS-21E2-00816,IGS,597
115657,IDS-21E2-00114,TMG,466
119852,IDS-21E2-00574,IGS,172
121897,IDS-21E2-00564,IGS,285
125909,IDS-21E2-00561,IGS,549
132453,IDS-21E2-00054,IGS,149
133133,IDS-21E2-00434,IGS,161
133133,IDS-21E2-00056,TMG,564
133133,IDS-21E2-00028,TMG,469
135506,IDS-21E2-00086,IGS,304
135878,IDS-21E2-00056,TMG,665
137963,IDS-21E2-00056,IGS,486
138872,IDS-21E2-00564,TMG,450
141388,IDS-21E2-01204,TMG,535
142120,IDS-21E2-00101,TMG,260
143108,IDS-21E2-00564,TMG,30
147451,IDS-21E2-00054,TMG,250
147831,IDS-21E2-00374,TMG,209
149831,IDS-21E2-00372,IGS,311
700526-1,IDS-21E2-00644,IGS,334
EII-CNS-OT-0007,IDS-21E2-00321,IGS,576
1000457,IDS-21E2-00433,TMG,507
1000457,IDS-21E2-00816,IGS,673
103813,IDS-21E2-00054,IGS,693
111742,IDS-21E2-00608,TMG,175
117019,IDS-21E2-00432,TMG,279
123234,IDS-21E2-00324,IGS,520
123629,IDS-21E2-00101,TMG,410
129713,IDS-21E2-00083,TMG,666
137963,IDS-21E2-00028,TMG,607
147078,IDS-21E2-00086,TMG,211
149244,IDS-21E2-00584,IGS,139
EII-CNS-OT-0025,IDS-21E2-00629,TMG,602
EII-CNS-OT-0025,IDS-21E2-00056,TMG,571
100124,IDS-21E2-00818,IGS,109
102565,IDS-21E2-00080,IGS,148
105581,IDS-21E2-00320,IGS,623
109560,IDS-21E2-00560,TMG,262
111266,IDS-21E2-00101,TMG,466
119192,IDS-21E2-00432,IGS,677
119192,IDS-21E2-00114,TMG,489
119370,IDS-21E2-00565,TMG,51
119852,IDS-21E2-00560,TMG,698
119852,IDS-21E2-00567,IGS,250
121969,IDS-21E2-00693,TMG,579
123546,IDS-21E2-00564,TMG,513
123759,IDS-21E2-00628,IGS,646
132796,IDS-21E2-00316,IGS,372
700536-1,IDS-21E2-00039,IGS,302
700536-2,IDS-21E2-00561,IGS,307
EII-CNS-OT-0008,IDS-21E2-00054,TMG,320
1000457,IDS-21E2-00340,TMG,643
1000457,IDS-21E2-00588,TMG,570
102671,IDS-21E2-00566,TMG,126
102671,IDS-21E2-00560,IGS,638
108259,IDS-21E2-00345,TMG,88
108259,IDS-21E2-00836,IGS,212
108259,IDS-21E2-00688,IGS,700
108423,IDS-21E2-00039,TMG,631
111742,IDS-21E2-00372,IGS,524
114717,IDS-21E2-00704,IGS,125
114717,IDS-21E2-00400,TMG,669
116912,IDS-21E2-00054,IGS,356
117232,IDS-21E2-00560,IGS,524
125880,IDS-21E2-00080,TMG,426
133133,IDS-21E2-00433,IGS,286
133133,IDS-21E2-00592,TMG,604
143236,IDS-21E2-00028,TMG,619
146373,IDS-21E2-00056,IGS,593
146860,IDS-21E2-00568,TMG,473
147359,IDS-21E2-00039,TMG,676
147831,IDS-21E2-00560,IGS,702
700536-3,IDS-21E2-00632,TMG,447
700567-1,IDS-21E2-00690,TMG,239
EII-CNS-OT-0025,IDS-21E2-00624,IGS,232
1000457,IDS-21E2-00692,TMG,533
100441,IDS-21E2-00086,TMG,596
102671,IDS-21E2-00561,TMG,532
112048,IDS-21E2-00372,TMG,487
112048,IDS-21E2-00436,IGS,519
117871,IDS-21E2-00560,TMG,544
119192,IDS-21E2-00500,IGS,421
119852,IDS-21E2-01078,IGS,444
120887,IDS-21E2-00114,TMG,337
125880,IDS-21E2-00054,TMG,662
132796,IDS-21E2-00316,TMG,413
137963,IDS-21E2-00320,TMG,620
140147,IDS-21E2-00624,TMG,64
141388,IDS-21E2-00080,IGS,589
145340,IDS-21E2-00560,TMG,693
146373,IDS-21E2-00039,TMG,435
EII-CNS-OT-0029,IDS-21E2-00056,TMG,260
100124,IDS-21E2-00577,TMG,377
105581,IDS-21E2-00114,IGS,666
105695,IDS-21E2-00432,IGS,392
109259,IDS-21E2-00056,TMG,549
114717,IDS-21E2-00688,IGS,379
118270,IDS-21E2-00028,TMG,667
119192,IDS-21E2-00372,TMG,348
120768,IDS-21E2-00564,TMG,30
120768,IDS-21E2-00086,IGS,594
122829,IDS-21E2-00039,TMG,601
123234,IDS-21E2-00592,IGS,89
124914,IDS-21E2-00316,IGS,241
135677,IDS-21E2-00448,TMG,485
138872,IDS-21E2-00054,IGS,572
141305,IDS-21E2-00054,IGS,558
146940,IDS-21E2-00101,TMG,248
EII-CNS-OT-0006,IDS-21E2-00337,IGS,359
105581,IDS-21E2-00125,IGS,659
108259,IDS-21E2-00326,TMG,547
112048,IDS-21E2-00400,TMG,587
116912,IDS-21E2-00660,TMG,97
117525,IDS-21E2-00086,IGS,167
117871,IDS-21E2-00572,IGS,226
117963,IDS-21E2-00086,TMG,603
118270,IDS-21E2-00816,TMG,468
119027,IDS-21E2-00320,IGS,53
119852,IDS-21E2-00592,TMG,328
120958,IDS-21E2-00101,TMG,191
123431,IDS-21E2-00560,TMG,355
123625,IDS-21E2-00560,IGS,503
132387,IDS-21E2-00101,TMG,483
137963,IDS-21E2-00080,IGS,682
137963,IDS-21E2-00324,TMG,651
138531,IDS-21E2-00369,IGS,101
149244,IDS-21E2-00125,IGS,393
149244,IDS-21E2-00816,TMG,144
105695,IDS-21E2-00560,IGS,698
106328,IDS-21E2-00368,TMG,245
112048,IDS-21E2-00568,TMG,628
114717,IDS-21E2-00316,TMG,152
119396,IDS-21E2-00752,TMG,301
119396,IDS-21E2-00056,IGS,324
119852,IDS-21E2-00324,IGS,285
119852,IDS-21E2-01074,IGS,637
121969,IDS-21E2-00039,TMG,598
124914,IDS-21E2-00056,IGS,159
131664,IDS-21E2-00624,IGS,72
133133,IDS-21E2-00448,TMG,430
135506,IDS-21E2-00083,TMG,339
139272,IDS-21E2-00321,IGS,590
139653,IDS-21E2-00080,IGS,624
700536-3,IDS-21E2-00572,IGS,511
EII-CNS-OT-0007,IDS-21E2-00596,IGS,358
1000457,IDS-21E2-00316,IGS,426
1000457,IDS-21E2-00369,TMG,459
101884,IDS-21E2-00080,IGS,129
101884,IDS-21E2-00056,IGS,520
108259,IDS-21E2-00436,IGS,568
112296,IDS-21E2-00086,IGS,562
114717,IDS-21E2-00597,IGS,501
115418,IDS-21E2-00817,TMG,299
115418,IDS-21E2-00884,TMG,80
119191,IDS-21E2-00054,TMG,442
119852,IDS-21E2-01072,IGS,532
123546,IDS-21E2-01072,TMG,396
123625,IDS-21E2-00039,TMG,699
124257,IDS-21E2-00039,IGS,633
125880,IDS-21E2-00560,IGS,465
128683,IDS-21E2-00568,TMG,272
129525,IDS-21E2-00039,TMG,396
132646,IDS-21E2-00086,IGS,198
136998,IDS-21E2-00562,TMG,631
137963,IDS-21E2-00562,TMG,155
139653,IDS-21E2-00125,IGS,593
