Item No_,Lot No_,Bin Code,Quantity
EII-CNS-OT-0008,IDS-21E2-00820,TMG,6800.0
100392,IDS-21E2-00560,IGS,800.0
102671,IDS-21E2-00816,TMG,17500.0
103451,IDS-21E2-00565,TMG,2250.0
111742,IDS-21E2-00596,TMG,68750.0
114717,IDS-21E2-00368,IGS,118875.0
114717,IDS-21E2-00317,TMG,79250.0
115979,IDS-21E2-00039,IGS,200.0
119396,IDS-21E2-00560,IGS,12000.0
119852,IDS-21E2-00644,TMG,201200.0
124257,IDS-21E2-00056,TMG,2600.0
132399,IDS-21E2-00039,TMG,350.0
133133,IDS-21E2-00640,IGS,31800.0
135677,IDS-21E2-00949,TMG,18900.0
138531,IDS-21E2-00820,IGS,77750.0
700527,IDS-21E2-00564,IGS,1000.0
EII-CNS-OT-0025,IDS-21E2-00496,IGS,26750.0
102565,IDS-21E2-00054,IGS,140625.0
103557,IDS-21E2-00086,TMG,3250.0
105627,IDS-21E2-00692,IGS,175.0
108259,IDS-21E2-00325,IGS,156600.0
108259,IDS-21E2-00596,TMG,195750.0
108259,IDS-21E2-01078,IGS,156600.0
114717,IDS-21E2-00826,IGS,63400.0
119852,IDS-21E2-00336,IGS,1433550.0
119852,IDS-21E2-01078,IGS,427550.0
121571,IDS-21E2-00368,IGS,2800.0
126928,IDS-21E2-00560,IGS,6300.0
134736,IDS-21E2-00816,TMG,1250.0
135506,IDS-21E2-00580,IGS,30000.0
137963,IDS-21E2-00565,TMG,68625.0
138531,IDS-21E2-00600,TMG,54425.0
147755,IDS-21E2-00432,TMG,6750.0
103451,IDS-21E2-00641,IGS,1575.0
119192,IDS-21E2-00500,IGS,37500.0
119852,IDS-21E2-00568,TMG,1232350.0
121793,IDS-21E2-00436,TMG,14250.0
121969,IDS-21E2-00881,TMG,13825.0
123629,IDS-21E2-00056,IGS,1750.0
135383,IDS-21E2-00114,TMG,2200.0
136998,IDS-21E2-00432,IGS,2400.0
137963,IDS-21E2-00324,IGS,36600.0
138531,IDS-21E2-00496,IGS,124400.0
140550,IDS-21E2-00114,IGS,750.0
149104,IDS-21E2-00560,IGS,1250.0
EII-CNS-OT-0007,IDS-21E2-00819,TMG,1200.0
EII-CNS-OT-0008,IDS-21E2-00624,TMG,8500.0
1000457,IDS-21E2-00368,TMG,834175.0
100124,IDS-21E2-00125,IGS,4400.0
104936,IDS-21E2-00624,TMG,750.0
105581,IDS-21E2-00125,IGS,184975.0
111742,IDS-21E2-00448,TMG,55000.0
117232,IDS-21E2-00054,IGS,9250.0
122106,IDS-21E2-00125,IGS,1225.0
132453,IDS-21E2-01072,IGS,3600.0
133133,IDS-21E2-00615,TMG,31800.0
137963,IDS-21E2-01072,TMG,32025.0
139653,IDS-21E2-00086,IGS,1250.0
141663,IDS-21E2-00560,IGS,107625.0
143236,IDS-21E2-00372,TMG,11250.0
149244,IDS-21E2-00101,TMG,32300.0
102565,IDS-21E2-00372,IGS,101250.0
108259,IDS-21E2-00318,IGS,137025.0
108259,IDS-21E2-00949,TMG,332775.0
111463,IDS-21E2-00317,TMG,200.0
111742,IDS-21E2-00404,TMG,55000.0
117019,IDS-21E2-00432,TMG,14750.0
122829,IDS-21E2-00458,IGS,1750.0
123234,IDS-21E2-00560,TMG,4550.0
124914,IDS-21E2-00114,TMG,11750.0
129713,IDS-21E2-00340,TMG,5425.0
132453,IDS-21E2-00039,TMG,12150.0
134072,IDS-21E2-00101,TMG,5000.0
139272,IDS-21E2-00564,TMG,8050.0
145433,IDS-21E2-00086,IGS,3500.0
700536-4,IDS-21E2-00369,TMG,18550.0
EII-CNS-OT-0008,IDS-21E2-00380,TMG,8500.0
EII-CNS-OT-0025,IDS-21E2-00566,IGS,40125.0
1000457,IDS-21E2-00595,TMG,109400.0
100392,IDS-21E2-00320,IGS,800.0
100441,IDS-21E2-00083,IGS,7000.0
108259,IDS-21E2-00336,IGS,587250.0
108259,IDS-21E2-00328,TMG,137025.0
111742,IDS-21E2-00432,TMG,123750.0
112048,IDS-21E2-00039,IGS,356400.0
114717,IDS-21E2-00561,TMG,602300.0
115657,IDS-21E2-00817,TMG,2450.0
118475,IDS-21E2-00560,IGS,3750.0
119027,IDS-21E2-00561,TMG,4025.0
119027,IDS-21E2-00560,IGS,4600.0
119027,IDS-21E2-00083,IGS,4025.0
119852,IDS-21E2-00372,IGS,1156900.0
121969,IDS-21E2-00580,TMG,19750.0
123234,IDS-21E2-00325,IGS,4550.0
132453,IDS-21E2-00644,IGS,3600.0
134072,IDS-21E2-00562,TMG,3500.0
139895,IDS-21E2-00560,TMG,3600.0
141305,IDS-21E2-00816,TMG,38950.0
141388,IDS-21E2-01204,TMG,4500.0
145340,IDS-21E2-00056,IGS,336600.0
148935,IDS-21E2-00561,TMG,525.0
149244,IDS-21E2-00028,IGS,32300.0
700536-4,IDS-21E2-00432,TMG,21200.0
EII-CNS-OT-0008,IDS-21E2-00101,TMG,12750.0
1000457,IDS-21E2-00370,IGS,109400.0
102565,IDS-21E2-01077,IGS,45000.0
112048,IDS-21E2-00436,IGS,49500.0
112942,IDS-21E2-00820,IGS,250.0
119192,IDS-21E2-00039,IGS,131250.0
119852,IDS-21E2-00341,TMG,251500.0
125948,IDS-21E2-00628,TMG,1750.0
130347,IDS-21E2-00580,TMG,3600.0
135677,IDS-21E2-00565,TMG,37800.0
136704,IDS-21E2-00321,IGS,1925.0
139272,IDS-21E2-00568,TMG,11500.0
139272,IDS-21E2-00432,IGS,11500.0
140208,IDS-21E2-00436,TMG,1050.0
141388,IDS-21E2-00028,TMG,3600.0
144905,IDS-21E2-00580,TMG,800.0
145415,IDS-21E2-00560,TMG,6050.0
700536-4,IDS-21E2-00565,TMG,66250.0
EII-CNS-OT-0025,IDS-21E2-00596,IGS,18725.0
EII-CNS-OT-0025,IDS-21E2-00565,TMG,21400.0
102565,IDS-21E2-00628,IGS,84375.0
105663,IDS-21E2-00320,IGS,1250.0
112048,IDS-21E2-00816,IGS,49500.0
114717,IDS-21E2-00325,TMG,79250.0
119192,IDS-21E2-00028,IGS,15000.0
119852,IDS-21E2-00688,IGS,201200.0
119852,IDS-21E2-00625,TMG,377250.0
120887,IDS-21E2-00432,IGS,4750.0
121969,IDS-21E2-00316,IGS,19750.0
137963,IDS-21E2-00433,TMG,36600.0
139895,IDS-21E2-00039,IGS,12150.0
141305,IDS-21E2-00114,IGS,14350.0
145340,IDS-21E2-00832,TMG,35700.0
145909,IDS-21E2-00576,TMG,700.0
147831,IDS-21E2-00125,TMG,46575.0
700536-4,IDS-21E2-00566,IGS,26500.0
EII-CNS-OT-0025,IDS-21E2-00565,IGS,26750.0
1000457,IDS-21E2-00376,IGS,109400.0
101884,IDS-21E2-00114,IGS,2200.0
105449,IDS-21E2-00039,TMG,3500.0
108259,IDS-21E2-00560,IGS,5128650.0
108259,IDS-21E2-00320,IGS,1154925.0
108259,IDS-21E2-00083,TMG,1820475.0
111742,IDS-21E2-00820,IGS,103125.0
111742,IDS-21E2-00560,IGS,398750.0
122472,IDS-21E2-00054,IGS,500.0
123234,IDS-21E2-00369,IGS,5200.0
123759,IDS-21E2-00039,TMG,67375.0
133253,IDS-21E2-00083,TMG,1000.0
141663,IDS-21E2-00101,TMG,36750.0
141663,IDS-21E2-00320,TMG,39375.0
147359,IDS-21E2-00884,IGS,2450.0
700536-4,IDS-21E2-00564,IGS,100700.0
700567-1,IDS-21E2-00577,TMG,5750.0
EII-CNS-OT-0008,IDS-21E2-00114,TMG,5950.0
EII-CNS-OT-0029,IDS-21E2-00560,TMG,2100.0
EII-CNS-OT-0030,IDS-21E2-00056,IGS,1400.0
102565,IDS-21E2-00436,IGS,101250.0
102565,IDS-21E2-00566,IGS,84375.0
102565,IDS-21E2-00114,IGS,112500.0
105449,IDS-21E2-00564,TMG,3500.0
114717,IDS-21E2-00633,TMG,79250.0
118140,IDS-21E2-00316,IGS,2000.0
120887,IDS-21E2-00564,TMG,18050.0
124914,IDS-21E2-00320,TMG,29375.0
132214,IDS-21E2-00039,IGS,2500.0
133414,IDS-21E2-00320,IGS,700.0
134072,IDS-21E2-00039,TMG,12500.0
135677,IDS-21E2-00578,TMG,27000.0
136161,IDS-21E2-00028,TMG,800.0
138531,IDS-21E2-00357,IGS,54425.0
138531,IDS-21E2-00789,IGS,62200.0
138531,IDS-21E2-00884,IGS,77750.0
139272,IDS-21E2-00039,IGS,28750.0
145340,IDS-21E2-00114,TMG,132600.0
145340,IDS-21E2-00628,TMG,76500.0
145340,IDS-21E2-00880,TMG,51000.0
146373,IDS-21E2-00039,TMG,2200.0
146604,IDS-21E2-00565,IGS,800.0
149005,IDS-21E2-00039,IGS,200.0
700536-3,IDS-21E2-00692,TMG,6600.0
700536-3,IDS-21E2-00080,TMG,5775.0
700536-4,IDS-21E2-01136,TMG,21200.0
EII-CNS-OT-0005,IDS-21E2-00324,IGS,2000.0
EII-CNS-OT-0025,IDS-21E2-00316,TMG,48150.0
111434,IDS-21E2-00039,IGS,2700.0
112048,IDS-21E2-00054,TMG,23100.0
116912,IDS-21E2-00578,IGS,4400.0
117525,IDS-21E2-00039,IGS,2000.0
119852,IDS-21E2-00320,IGS,2464700.0
121341,IDS-21E2-00816,TMG,200.0
121969,IDS-21E2-00086,TMG,35550.0
123546,IDS-21E2-00580,IGS,27900.0
123625,IDS-21E2-00125,IGS,12750.0
128683,IDS-21E2-00320,TMG,1600.0
130371,IDS-21E2-00125,TMG,1000.0
132214,IDS-21E2-00056,IGS,1750.0
133133,IDS-21E2-00564,TMG,91425.0
135456,IDS-21E2-00039,TMG,1500.0
135677,IDS-21E2-00320,TMG,21600.0
137963,IDS-21E2-00626,IGS,32025.0
137963,IDS-21E2-00562,TMG,32025.0
141388,IDS-21E2-00496,TMG,4500.0
146373,IDS-21E2-00056,IGS,2750.0
146604,IDS-21E2-00080,IGS,700.0
EII-CNS-OT-0025,IDS-21E2-00039,IGS,93625.0
1000457,IDS-21E2-00596,TMG,738450.0
1000457,IDS-21E2-00689,TMG,109400.0
102565,IDS-21E2-00740,IGS,56250.0
102565,IDS-21E2-00577,TMG,39375.0
112048,IDS-21E2-00083,TMG,49500.0
113854,IDS-21E2-00039,IGS,14025.0
114717,IDS-21E2-00432,TMG,213975.0
119852,IDS-21E2-00818,IGS,201200.0
123546,IDS-21E2-00816,TMG,12400.0
124914,IDS-21E2-00340,IGS,8225.0
125948,IDS-21E2-00086,TMG,1750.0
136704,IDS-21E2-00086,TMG,2750.0
138531,IDS-21E2-00832,TMG,54425.0
140150,IDS-21E2-00820,IGS,1575.0
141305,IDS-21E2-00564,IGS,10250.0
141663,IDS-21E2-00832,TMG,39375.0
142726,IDS-21E2-00101,IGS,750.0
143796,IDS-21E2-00101,IGS,350.0
146604,IDS-21E2-00560,IGS,700.0
146940,IDS-21E2-00561,IGS,800.0
108259,IDS-21E2-00332,IGS,156600.0
108259,IDS-21E2-00322,IGS,137025.0
111742,IDS-21E2-00576,IGS,55000.0
113854,IDS-21E2-00560,TMG,8250.0
114717,IDS-21E2-01073,IGS,126800.0
115132,IDS-21E2-00101,TMG,3400.0
123570,IDS-21E2-00039,TMG,750.0
133133,IDS-21E2-00566,TMG,27825.0
135383,IDS-21E2-00083,IGS,2750.0
135506,IDS-21E2-00125,IGS,75000.0
138212,IDS-21E2-00321,IGS,12800.0
138531,IDS-21E2-00056,IGS,209925.0
138531,IDS-21E2-00704,IGS,62200.0
141663,IDS-21E2-00340,TMG,21000.0
143108,IDS-21E2-00824,TMG,1250.0
145340,IDS-21E2-00562,IGS,51000.0
147831,IDS-21E2-00321,IGS,12075.0
111071,IDS-21E2-00840,IGS,3000.0
114717,IDS-21E2-00564,TMG,1466125.0
118502,IDS-21E2-00080,IGS,750.0
118578,IDS-21E2-00039,TMG,2275.0
119852,IDS-21E2-00432,TMG,1534150.0
137963,IDS-21E2-00114,TMG,114375.0
137963,IDS-21E2-00324,TMG,118950.0
138531,IDS-21E2-01076,TMG,54425.0
142120,IDS-21E2-00504,TMG,6000.0
145340,IDS-21E2-00320,IGS,86700.0
149286,IDS-21E2-00039,TMG,200.0
EII-CNS-OT-0005,IDS-21E2-00724,TMG,2500.0
105695,IDS-21E2-00568,TMG,21600.0
105695,IDS-21E2-00816,IGS,27000.0
109456,IDS-21E2-00086,IGS,2250.0
111742,IDS-21E2-00576,TMG,137500.0
115418,IDS-21E2-00816,IGS,27000.0
123546,IDS-21E2-00564,IGS,15500.0
125880,IDS-21E2-00564,IGS,13000.0
127229,IDS-21E2-00039,TMG,22500.0
132796,IDS-21E2-00437,IGS,6650.0
132796,IDS-21E2-00368,TMG,6650.0
132942,IDS-21E2-00816,TMG,175.0
135506,IDS-21E2-00577,IGS,21000.0
136704,IDS-21E2-00080,TMG,1925.0
137963,IDS-21E2-00342,TMG,45750.0
138872,IDS-21E2-00566,TMG,13825.0
142065,IDS-21E2-00372,TMG,175.0
146860,IDS-21E2-00561,TMG,4800.0
700536-1,IDS-21E2-00056,TMG,2275.0
700536-1,IDS-21E2-00565,IGS,2600.0
700536-2,IDS-21E2-00580,IGS,9750.0
EII-CNS-OT-0008,IDS-21E2-00039,TMG,21250.0
EII-CNS-OT-0008,IDS-21E2-00568,TMG,5950.0
108259,IDS-21E2-00580,TMG,920025.0
108259,IDS-21E2-00572,IGS,137025.0
112296,IDS-21E2-00054,TMG,2975.0
112296,IDS-21E2-00566,IGS,3400.0
115418,IDS-21E2-00056,IGS,15000.0
117232,IDS-21E2-00028,IGS,13875.0
118270,IDS-21E2-00564,TMG,6300.0
119396,IDS-21E2-00056,IGS,5250.0
123625,IDS-21E2-00083,TMG,6800.0
126928,IDS-21E2-00820,IGS,2450.0
128313,IDS-21E2-00039,TMG,2800.0
133133,IDS-21E2-00324,IGS,39750.0
137963,IDS-21E2-00086,TMG,164700.0
138531,IDS-21E2-00561,IGS,132175.0
138872,IDS-21E2-00324,TMG,19750.0
138872,IDS-21E2-00325,TMG,13825.0
700536-4,IDS-21E2-00336,IGS,21200.0
EII-CNS-OT-0025,IDS-21E2-00056,IGS,26750.0
1000457,IDS-21E2-00324,TMG,109400.0
100833,IDS-21E2-00039,TMG,175.0
103557,IDS-21E2-00054,TMG,4875.0
108641,IDS-21E2-00564,TMG,2975.0
109456,IDS-21E2-00080,IGS,1800.0
111742,IDS-21E2-00568,TMG,68750.0
111742,IDS-21E2-00565,IGS,110000.0
111742,IDS-21E2-00320,IGS,48125.0
117232,IDS-21E2-00039,TMG,54575.0
119131,IDS-21E2-00440,IGS,800.0
121793,IDS-21E2-00328,TMG,14250.0
125880,IDS-21E2-00114,TMG,37375.0
135506,IDS-21E2-00573,TMG,30000.0
137963,IDS-21E2-00054,TMG,160125.0
138212,IDS-21E2-00817,IGS,11200.0
138531,IDS-21E2-00320,IGS,256575.0
700567-2,IDS-21E2-00562,IGS,525.0
1000457,IDS-21E2-01137,TMG,109400.0
102671,IDS-21E2-00324,TMG,55000.0
103813,IDS-21E2-00125,IGS,4500.0
103813,IDS-21E2-00028,TMG,3150.0
105695,IDS-21E2-00560,IGS,70200.0
108730,IDS-21E2-00080,TMG,4500.0
109456,IDS-21E2-00564,TMG,1575.0
111266,IDS-21E2-00039,IGS,5100.0
111742,IDS-21E2-00369,TMG,48125.0
113854,IDS-21E2-00820,TMG,6600.0
114717,IDS-21E2-00579,TMG,63400.0
115334,IDS-21E2-00320,IGS,1250.0
117963,IDS-21E2-00816,IGS,500.0
118578,IDS-21E2-00125,IGS,2275.0
119396,IDS-21E2-00752,TMG,6000.0
119852,IDS-21E2-01108,IGS,176050.0
119852,IDS-21E2-00560,IGS,8374950.0
120958,IDS-21E2-00054,TMG,4500.0
122106,IDS-21E2-00054,TMG,1750.0
128916,IDS-21E2-00083,TMG,750.0
133133,IDS-21E2-00054,TMG,31800.0
135677,IDS-21E2-00083,TMG,18900.0
137963,IDS-21E2-01078,TMG,32025.0
138212,IDS-21E2-00083,IGS,11200.0
145424,IDS-21E2-00432,TMG,1250.0
147831,IDS-21E2-01156,TMG,13800.0
700526-1,IDS-21E2-00564,TMG,9200.0
700536-4,IDS-21E2-00356,TMG,21200.0
102565,IDS-21E2-00692,IGS,151875.0
102565,IDS-21E2-00690,TMG,45000.0
105663,IDS-21E2-00054,IGS,1250.0
119396,IDS-21E2-00692,TMG,5250.0
120768,IDS-21E2-00820,TMG,2975.0
120887,IDS-21E2-00125,TMG,4750.0
123546,IDS-21E2-00592,TMG,12400.0
135722,IDS-21E2-00080,TMG,10250.0
138872,IDS-21E2-01089,TMG,19750.0
139272,IDS-21E2-00086,IGS,9200.0
141663,IDS-21E2-00322,IGS,21000.0
143108,IDS-21E2-00564,TMG,1250.0
143236,IDS-21E2-00080,TMG,9375.0
145433,IDS-21E2-00086,TMG,6300.0
147755,IDS-21E2-00833,IGS,5400.0
147755,IDS-21E2-00368,TMG,6750.0
700536-4,IDS-21E2-00688,IGS,26500.0
700536-4,IDS-21E2-00039,IGS,161650.0
1000457,IDS-21E2-00404,TMG,109400.0
1000457,IDS-21E2-00080,IGS,806825.0
1000457,IDS-21E2-01140,IGS,109400.0
1000457,IDS-21E2-00433,TMG,136750.0
102671,IDS-21E2-00054,IGS,37500.0
103813,IDS-21E2-00580,TMG,3150.0
114717,IDS-21E2-00724,TMG,79250.0
117525,IDS-21E2-00056,TMG,1600.0
119852,IDS-21E2-00580,IGS,628750.0
122402,IDS-21E2-01084,TMG,1400.0
123234,IDS-21E2-00436,TMG,9100.0
124257,IDS-21E2-00829,IGS,3250.0
127431,IDS-21E2-00564,IGS,175.0
129713,IDS-21E2-00338,TMG,6200.0
131037,IDS-21E2-00086,IGS,200.0
135383,IDS-21E2-00083,TMG,2200.0
135506,IDS-21E2-00086,IGS,24000.0
138531,IDS-21E2-00564,IGS,598675.0
140281,IDS-21E2-00352,TMG,3750.0
141663,IDS-21E2-00083,TMG,21000.0
145340,IDS-21E2-00624,IGS,51000.0
145340,IDS-21E2-00632,IGS,35700.0
700536-3,IDS-21E2-00125,IGS,5775.0
1000457,IDS-21E2-01072,TMG,232475.0
1000457,IDS-21E2-00624,IGS,656400.0
103557,IDS-21E2-00576,TMG,2275.0
108730,IDS-21E2-00086,TMG,3150.0
108730,IDS-21E2-00564,IGS,4500.0
110564,IDS-21E2-00039,IGS,250.0
114717,IDS-21E2-01076,TMG,79250.0
118270,IDS-21E2-00576,IGS,9000.0
119852,IDS-21E2-00433,IGS,176050.0
121969,IDS-21E2-00816,TMG,35550.0
124914,IDS-21E2-00056,IGS,9400.0
132453,IDS-21E2-00832,TMG,3600.0
133133,IDS-21E2-00833,TMG,39750.0
135506,IDS-21E2-00560,TMG,213000.0
135506,IDS-21E2-00083,IGS,30000.0
138212,IDS-21E2-00114,TMG,16000.0
138872,IDS-21E2-01072,TMG,13825.0
140771,IDS-21E2-00584,TMG,200.0
141663,IDS-21E2-00340,IGS,26250.0
142120,IDS-21E2-00080,TMG,4200.0
147755,IDS-21E2-00028,TMG,6750.0
147831,IDS-21E2-00324,TMG,12075.0
149831,IDS-21E2-00372,IGS,200.0
700526-1,IDS-21E2-00560,IGS,2800.0
700526-2,IDS-21E2-00086,TMG,1225.0
700536-3,IDS-21E2-00056,TMG,14850.0
700536-4,IDS-21E2-00572,TMG,45050.0
EII-CNS-OT-0025,IDS-21E2-00564,IGS,42800.0
EII-CNS-OT-0029,IDS-21E2-00372,TMG,5100.0
1000457,IDS-21E2-00372,IGS,341875.0
111742,IDS-21E2-00566,IGS,123750.0
114717,IDS-21E2-00564,IGS,1640475.0
118270,IDS-21E2-00564,IGS,6300.0
121571,IDS-21E2-00101,IGS,3200.0
121793,IDS-21E2-00086,TMG,37050.0
121793,IDS-21E2-00816,IGS,11400.0
124914,IDS-21E2-00334,TMG,11750.0
133133,IDS-21E2-00688,TMG,63600.0
137963,IDS-21E2-00056,TMG,77775.0
138531,IDS-21E2-01136,IGS,77750.0
138531,IDS-21E2-00565,TMG,62200.0
139895,IDS-21E2-00028,IGS,3150.0
145340,IDS-21E2-00565,TMG,132600.0
145893,IDS-21E2-00028,TMG,400.0
700526-2,IDS-21E2-01088,TMG,1400.0
700536-3,IDS-21E2-00039,IGS,19800.0
EII-CNS-OT-0008,IDS-21E2-00580,IGS,6800.0
100441,IDS-21E2-00820,TMG,7000.0
102108,IDS-21E2-00561,IGS,175.0
105581,IDS-21E2-00592,IGS,37750.0
111742,IDS-21E2-00564,TMG,598125.0
119852,IDS-21E2-00083,IGS,2841950.0
122106,IDS-21E2-00704,IGS,1750.0
123625,IDS-21E2-00592,TMG,6800.0
125909,IDS-21E2-00561,IGS,1200.0
135677,IDS-21E2-00324,TMG,37800.0
139272,IDS-21E2-00584,IGS,8050.0
145340,IDS-21E2-00816,TMG,249900.0
149244,IDS-21E2-00576,IGS,13300.0
700536-2,IDS-21E2-00321,IGS,6825.0
700536-4,IDS-21E2-00560,IGS,111300.0
1000457,IDS-21E2-00125,TMG,3541825.0
1000457,IDS-21E2-00432,IGS,273500.0
102957,IDS-21E2-00561,IGS,525.0
105581,IDS-21E2-00320,TMG,37750.0
105695,IDS-21E2-00086,TMG,67500.0
108259,IDS-21E2-00945,TMG,293625.0
108259,IDS-21E2-00432,IGS,489375.0
108259,IDS-21E2-00368,IGS,587250.0
108259,IDS-21E2-00833,IGS,156600.0
111434,IDS-21E2-01076,TMG,1500.0
115418,IDS-21E2-00320,IGS,10500.0
117871,IDS-21E2-00816,TMG,6250.0
119396,IDS-21E2-00083,TMG,6000.0
119852,IDS-21E2-00565,IGS,402400.0
119852,IDS-21E2-00688,TMG,452700.0
119852,IDS-21E2-00056,IGS,3671900.0
120958,IDS-21E2-00101,TMG,3150.0
123546,IDS-21E2-00567,TMG,12400.0
124914,IDS-21E2-00560,IGS,19975.0
126928,IDS-21E2-00080,IGS,3500.0
131536,IDS-21E2-00436,IGS,2600.0
132453,IDS-21E2-00564,TMG,4500.0
132796,IDS-21E2-00344,IGS,7600.0
132796,IDS-21E2-00452,IGS,9500.0
137963,IDS-21E2-00086,IGS,169275.0
138212,IDS-21E2-01077,TMG,11200.0
138212,IDS-21E2-00560,TMG,64000.0
138531,IDS-21E2-00563,TMG,77750.0
138616,IDS-21E2-00584,TMG,525.0
140656,IDS-21E2-00039,IGS,1500.0
141305,IDS-21E2-00624,IGS,7175.0
141663,IDS-21E2-00086,IGS,26250.0
1000457,IDS-21E2-00592,IGS,246150.0
105695,IDS-21E2-00432,IGS,70200.0
108259,IDS-21E2-01072,IGS,137025.0
119192,IDS-21E2-00564,TMG,45000.0
119852,IDS-21E2-00337,IGS,176050.0
123234,IDS-21E2-00056,TMG,11050.0
131156,IDS-21E2-00028,IGS,2450.0
131664,IDS-21E2-00125,TMG,14500.0
134072,IDS-21E2-01077,TMG,5000.0
135677,IDS-21E2-00696,TMG,18900.0
139713,IDS-21E2-00756,TMG,3200.0
141663,IDS-21E2-00056,IGS,47250.0
142120,IDS-21E2-01072,TMG,4200.0
142922,IDS-21E2-00054,TMG,400.0
147755,IDS-21E2-00114,TMG,4725.0
1000457,IDS-21E2-00101,TMG,601700.0
105581,IDS-21E2-00562,IGS,26425.0
111071,IDS-21E2-00568,TMG,3000.0
111742,IDS-21E2-00321,IGS,68750.0
114717,IDS-21E2-00433,IGS,55475.0
114717,IDS-21E2-00056,TMG,317000.0
115418,IDS-21E2-00692,TMG,12000.0
117871,IDS-21E2-00039,TMG,13125.0
119852,IDS-21E2-00125,IGS,1.154385E7
119852,IDS-21E2-00608,IGS,201200.0
121793,IDS-21E2-00564,IGS,35625.0
123625,IDS-21E2-00028,IGS,5950.0
127229,IDS-21E2-00083,IGS,4000.0
131156,IDS-21E2-00039,IGS,9800.0
132214,IDS-21E2-00820,IGS,4000.0
135506,IDS-21E2-00368,IGS,24000.0
135722,IDS-21E2-00560,TMG,7175.0
138212,IDS-21E2-00816,TMG,16000.0
139511,IDS-21E2-00816,TMG,1250.0
143236,IDS-21E2-00576,TMG,4375.0
146860,IDS-21E2-00816,IGS,4200.0
147359,IDS-21E2-00560,TMG,3500.0
102671,IDS-21E2-00056,IGS,20000.0
108259,IDS-21E2-00624,TMG,313200.0
114717,IDS-21E2-00321,TMG,55475.0
115418,IDS-21E2-00028,TMG,10500.0
115418,IDS-21E2-00054,IGS,10500.0
123625,IDS-21E2-00316,TMG,15300.0
123759,IDS-21E2-00564,TMG,42625.0
129315,IDS-21E2-00083,TMG,350.0
130371,IDS-21E2-00039,TMG,1250.0
131664,IDS-21E2-00039,TMG,10875.0
132796,IDS-21E2-00083,IGS,7600.0
135456,IDS-21E2-00083,IGS,1500.0
136998,IDS-21E2-00039,IGS,2100.0
137932,IDS-21E2-01072,TMG,9100.0
138212,IDS-21E2-00565,IGS,16000.0
141393,IDS-21E2-00560,IGS,2250.0
141663,IDS-21E2-00028,TMG,21000.0
141663,IDS-21E2-00125,IGS,21000.0
EII-CNS-LB-0001,IDS-21E2-00054,TMG,800.0
EII-CNS-OT-0025,IDS-21E2-00372,TMG,53500.0
EII-CNS-OT-0029,IDS-21E2-00368,TMG,2400.0
1000457,IDS-21E2-00083,IGS,341875.0
1000457,IDS-21E2-00756,TMG,109400.0
1000457,IDS-21E2-00344,IGS,109400.0
100441,IDS-21E2-00496,IGS,5600.0
105491,IDS-21E2-00039,TMG,875.0
111742,IDS-21E2-00608,TMG,68750.0
112048,IDS-21E2-00565,TMG,33000.0
115870,IDS-21E2-00125,IGS,500.0
117019,IDS-21E2-00114,TMG,14750.0
119027,IDS-21E2-00592,TMG,4025.0
119192,IDS-21E2-00560,TMG,28125.0
119192,IDS-21E2-00880,TMG,15000.0
119852,IDS-21E2-01124,IGS,201200.0
119852,IDS-21E2-00332,IGS,427550.0
123234,IDS-21E2-00368,IGS,4550.0
135677,IDS-21E2-00324,IGS,21600.0
137963,IDS-21E2-00028,TMG,109800.0
139272,IDS-21E2-00628,IGS,11500.0
142828,IDS-21E2-00083,TMG,700.0
147755,IDS-21E2-00039,TMG,10125.0
103451,IDS-21E2-00039,IGS,1575.0
105695,IDS-21E2-00039,IGS,135000.0
108259,IDS-21E2-00569,IGS,137025.0
112048,IDS-21E2-00316,IGS,66000.0
112296,IDS-21E2-00596,TMG,3400.0
113854,IDS-21E2-00562,TMG,8250.0
115657,IDS-21E2-00320,TMG,2800.0
119852,IDS-21E2-00636,TMG,176050.0
121571,IDS-21E2-00101,TMG,4000.0
127229,IDS-21E2-01072,IGS,3500.0
131664,IDS-21E2-00056,TMG,12325.0
137932,IDS-21E2-00820,IGS,10400.0
138212,IDS-21E2-00101,IGS,16000.0
145340,IDS-21E2-00083,IGS,40800.0
145424,IDS-21E2-00125,IGS,1250.0
146860,IDS-21E2-00820,TMG,4800.0
149244,IDS-21E2-00039,IGS,182400.0
1000457,IDS-21E2-00821,IGS,136750.0
100392,IDS-21E2-00039,TMG,800.0
102565,IDS-21E2-01078,IGS,45000.0
105695,IDS-21E2-00083,IGS,129600.0
105695,IDS-21E2-00101,IGS,83700.0
108259,IDS-21E2-00564,TMG,7653825.0
111742,IDS-21E2-01140,TMG,68750.0
111742,IDS-21E2-00380,TMG,55000.0
115132,IDS-21E2-00039,TMG,3400.0
117558,IDS-21E2-00083,IGS,350.0
119191,IDS-21E2-00817,IGS,4800.0
119192,IDS-21E2-00568,TMG,31875.0
119852,IDS-21E2-00496,TMG,503000.0
123625,IDS-21E2-00125,TMG,18700.0
123759,IDS-21E2-00630,IGS,11000.0
128916,IDS-21E2-00560,TMG,600.0
132796,IDS-21E2-00328,IGS,7600.0
138872,IDS-21E2-00101,TMG,19750.0
139653,IDS-21E2-00080,IGS,875.0
146860,IDS-21E2-00432,IGS,6000.0
147755,IDS-21E2-00560,IGS,13500.0
EII-CNS-OT-0025,IDS-21E2-00593,TMG,26750.0
