Entry No_,Journal Batch Name,Line No_,Registering Date,Location Code,Zone Code,Bin Code,Description,Item No_,Quantity,Qty_ (Base),Source Type,Source Subtype,Source No_,Source Line No_,Source Subline No_,Source Document,Source Code,Reason Code,No_ Series,Bin Type Code,Cubage,Weight,Journal Template Name,Whse_ Document No_,Whse_ Document Type,Whse_ Document Line No_,Entry Type,Reference Document,Reference No_,User ID,Variant Code,Qty_ per Unit of Measure,Unit of Measure Code,Serial No_,Lot No_,Warranty Date,Expiration Date,Phys Invt Counting Period Code,Phys Invt Counting Period Type,Dedicated
8447,,10000,01-08-2021,SEZ2,IGS,IGS,"ROHS,Attention Tape",131536,250,250,39,1,RM-MIC-0003,8700000,12345,5,PURCHASES,,WR-P,RECEIVE,237,112,,WR-P-E2-0001,1,8700000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,23-03-2026 03:06,27-10-2025 04:07,PC_002,1,1
8448,,10000,15-11-2021,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,1000457,200,200,39,1,RM-MIC-0003,4940000,54673,5,PURCHASES,,WR-P,RECEIVE,146,110,,WR-P-E2-0001,1,4940000,1,1,GRN-E2-00191,SHREERESHMI.M,,1,EA,,IDS-21E2-00320,12-10-2027 21:54,06-08-2025 00:00,PC_003,1,1
8449,,10000,23-08-2021,SEZ2,IGS,IGS,STATIC SHIELDED BAGS OF SIZE 280x220,114717,200,200,39,1,RM-MIC-0003,2290000,12347,5,PURCHASES,,WR-P,RECEIVE,147,101,,WR-P-E2-0001,1,2290000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00826,20-07-2027 09:00,09-07-2025 09:28,PC_002,1,1
8450,,10000,29-04-2022,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,139511,250,250,39,1,RM-MIC-0003,6190000,12345,5,PURCHASES,,WR-P,RECEIVE,130,116,,WR-P-E2-0001,1,6190000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,02-06-2025 13:59,22-02-2026 00:00,PC_005,1,1
8451,,10000,19-11-2021,SEZ2,IGS,IGS,"RoHS,DRAM-1",117525,0,0,39,1,RM-MIC-0003,840000,12347,5,PURCHASES,,WR-P,RECEIVE,136,197,,WR-P-E2-0001,1,840000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,29-11-2026 15:13,28-01-2026 00:00,PC_003,1,1
8452,,10000,12-11-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",700536-3,175,175,39,1,RM-MIC-0003,10720000,12345,5,PURCHASES,,WR-P,RECEIVE,219,133,,WR-P-E2-0001,1,10780000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00080,09-10-2027 08:43,26-08-2023 08:28,PC_002,1,1
8453,,10000,19-09-2022,SEZ3,TMG,TMG,_RARE_,119852,200,200,39,1,RM-MIC-0003,5680000,54673,5,PURCHASES,,WR-P,RECEIVE,227,124,,WR-P-E2-0001,1,5280000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00368,01-04-2025 18:45,22-02-2026 00:00,PC_005,1,1
8454,,10000,03-08-2021,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",135506,200,200,39,1,RM-MIC-0003,10350000,56749,5,PURCHASES,,WR-P,RECEIVE,162,140,,WR-P-E2-0001,1,10350000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,30-08-2027 19:01,08-11-2021 00:00,PC_003,1,1
8455,,10000,30-08-2022,SEZ3,TMG,TMG,"RoHS PCB BOARD, IQ CONTROLLER",108259,175,175,39,1,RM-MIC-0003,10890000,56749,5,PURCHASES,,WR-P,RECEIVE,209,241,,WR-P-E2-0001,1,10870000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00101,30-09-2026 17:52,11-08-2023 18:29,PC_003,1,1
8456,,10000,20-02-2022,SEZ3,TMG,TMG,"RoHS,Security Tape",700536-4,250,250,39,1,RM-MIC-0003,6410000,56749,5,PURCHASES,,WR-P,RECEIVE,198,160,,WR-P-E2-0001,1,6410000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,04-07-2025 16:34,08-11-2021 00:00,PC_005,1,1
8457,,10000,30-04-2021,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,137932,175,175,39,1,RM-MIC-0003,2030000,12347,5,PURCHASES,,WR-P,RECEIVE,117,192,,WR-P-E2-0001,1,2030000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00500,26-11-2025 17:48,24-06-2026 21:33,PC_005,1,1
8458,,10000,19-03-2022,SEZ3,TMG,TMG,"RoHS,Security Tape",125948,175,175,39,1,RM-MIC-0003,3220000,12345,5,PURCHASES,,WR-P,RECEIVE,234,119,,WR-P-E2-0001,1,3620000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-01233,12-10-2027 21:54,28-08-2026 19:38,PC_002,1,1
8459,,10000,10-05-2021,SEZ3,TMG,TMG,"RoHS PCB BOARD, IQ CONTROLLER",108259,175,175,39,1,RM-MIC-0003,6860000,12346,5,PURCHASES,,WR-P,RECEIVE,147,152,,WR-P-E2-0001,1,6860000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00320,19-06-2025 06:11,08-11-2021 00:00,PC_004,1,1
8460,,10000,22-05-2022,SEZ2,IGS,IGS,"RoHS PCB BOARD, IQ CONTROLLER",138531,200,200,39,1,RM-MIC-0003,10140000,54673,5,PURCHASES,,WR-P,RECEIVE,180,194,,WR-P-E2-0001,1,10140000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,15-03-2025 20:36,08-11-2021 00:00,PC_002,1,1
8461,,10000,14-01-2022,SEZ3,TMG,TMG,STATIC SHIELDED BAGS OF SIZE 280x220,138872,0,0,39,1,RM-MIC-0003,6770000,12346,5,PURCHASES,,WR-P,RECEIVE,161,233,,WR-P-E2-0001,1,6770000,1,1,GRN-E2-00222,SHREERESHMI.M,,1,EA,,IDS-21E2-00336,03-08-2026 21:23,11-08-2023 18:29,PC_005,1,1
8462,,10000,02-03-2022,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",108259,250,250,39,1,RM-MIC-0003,4880000,56749,5,PURCHASES,,WR-P,RECEIVE,198,154,,WR-P-E2-0001,1,4880000,1,1,GRN-E2-00286,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,07-05-2027 21:07,09-07-2025 09:28,PC_004,1,1
8463,,10000,07-05-2022,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,146860,0,0,39,1,RM-MIC-0003,3140000,12346,5,PURCHASES,,WR-P,RECEIVE,193,240,,WR-P-E2-0001,1,3140000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,20-11-2026 13:07,08-02-2026 00:00,PC_005,1,1
8464,,10000,20-08-2022,SEZ2,IGS,IGS,OTCT-325*193*227MM-200PCS SODIMM-Y,138872,175,175,39,1,RM-MIC-0003,6110000,56749,5,PURCHASES,,WR-P,RECEIVE,157,207,,WR-P-E2-0001,1,6110000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00817,05-04-2025 06:03,08-11-2021 00:00,PC_002,1,1
8465,,10000,18-11-2022,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",119852,200,200,39,1,RM-MIC-0003,1010000,12345,5,PURCHASES,,WR-P,RECEIVE,186,162,,WR-P-E2-0001,1,1010000,1,1,GRN-E2-00413,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,02-07-2027 19:41,08-02-2026 00:00,PC_003,1,1
8466,,10000,25-12-2021,SEZ2,IGS,IGS,"RoHS,Security Tape",113854,175,175,39,1,RM-MIC-0003,7610000,12345,5,PURCHASES,,WR-P,RECEIVE,148,192,,WR-P-E2-0001,1,7610000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,07-05-2027 19:01,12-07-2026 00:00,PC_005,1,1
8467,,10000,15-10-2021,SEZ3,TMG,TMG,"RoHS,Label, 5 X 2 inch blank",119852,175,175,39,1,RM-MIC-0003,1250000,12347,5,PURCHASES,,WR-P,RECEIVE,223,239,,WR-P-E2-0001,1,1250000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00433,22-05-2025 19:20,08-11-2021 00:00,PC_002,1,1
8468,,10000,02-02-2022,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,1000457,250,250,39,1,RM-MIC-0003,370000,12345,5,PURCHASES,,WR-P,RECEIVE,187,189,,WR-P-E2-0001,1,370000,1,1,GRN-E2-00414,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,03-09-2023 08:28,28-01-2026 00:00,PC_004,1,1
8469,,10000,30-11-2021,SEZ2,IGS,IGS,OTCT-650*478*228MM-1000PCS SODIMM-Y,111742,175,175,39,1,RM-MIC-0003,8400000,54673,5,PURCHASES,,WR-P,RECEIVE,150,238,,WR-P-E2-0001,1,8400000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,13-06-2025 23:56,08-11-2021 00:00,PC_004,1,1
8470,,10000,16-09-2021,SEZ3,TMG,TMG,"ROHS,Attention Tape",105695,200,200,39,1,RM-MIC-0003,8470000,12346,5,PURCHASES,,WR-P,RECEIVE,146,121,,WR-P-E2-0001,1,8470000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,09-11-2026 04:49,30-09-2026 21:38,PC_003,1,1
8471,,10000,12-03-2021,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",123759,175,175,39,1,RM-MIC-0003,1990000,12347,5,PURCHASES,,WR-P,RECEIVE,236,158,,WR-P-E2-0001,1,1990000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00086,02-05-2025 12:41,25-09-2025 00:00,PC_004,1,1
8472,,10000,21-10-2021,SEZ2,IGS,IGS,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",1000457,250,250,39,1,RM-MIC-0003,5530000,12346,5,PURCHASES,,WR-P,RECEIVE,186,206,,WR-P-E2-0001,1,5550000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00630,23-03-2027 04:33,11-08-2023 18:29,PC_005,1,1
8473,,10000,04-11-2021,SEZ2,IGS,IGS,"RoHS CARTON,SINGLE OUTPUT  PSU",111742,200,200,39,1,RM-MIC-0003,8450000,12347,5,PURCHASES,,WR-P,RECEIVE,167,178,,WR-P-E2-0001,1,8450000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,13-03-2025 08:13,14-10-2026 07:09,PC_005,1,1
8474,,10000,01-07-2021,SEZ3,TMG,TMG,FUJI-FILTER 02,1000457,200,200,39,1,RM-MIC-0003,6350000,54673,5,PURCHASES,,WR-P,RECEIVE,183,203,,WR-P-E2-0001,1,1350000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,24-08-2027 03:40,08-11-2021 00:00,PC_003,1,1
8475,,10000,17-07-2021,SEZ3,TMG,TMG,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,137963,250,250,39,1,RM-MIC-0003,2210000,56749,5,PURCHASES,,WR-P,RECEIVE,128,106,,WR-P-E2-0001,1,2210000,1,1,GRN-E2-00287,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,03-04-2027 08:06,11-08-2023 18:29,PC_002,1,1
8476,,10000,04-04-2021,SEZ2,IGS,IGS,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",138531,175,175,39,1,RM-MIC-0003,3540000,12346,5,PURCHASES,,WR-P,RECEIVE,172,125,,WR-P-E2-0001,1,3540000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00368,16-07-2026 02:20,25-05-2025 02:34,PC_004,1,1
8477,,10000,29-09-2022,SEZ3,TMG,TMG,"RoHS,Label, 5 X 2 inch blank",1000457,0,0,39,1,RM-MIC-0003,4830000,12346,5,PURCHASES,,WR-P,RECEIVE,121,247,,WR-P-E2-0001,1,4830000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-01076,04-09-2026 06:43,08-11-2021 00:00,PC_002,1,1
8478,,10000,21-03-2022,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",117019,175,175,39,1,RM-MIC-0003,3590000,12347,5,PURCHASES,,WR-P,RECEIVE,235,123,,WR-P-E2-0001,1,3590000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00372,08-09-2027 22:59,08-02-2026 00:00,PC_005,1,1
8479,,10000,26-11-2021,SEZ2,IGS,IGS,"RoHS,SCM1G8Z41CD8SA-062E",108259,175,175,39,1,RM-MIC-0003,4240000,54673,5,PURCHASES,,WR-P,RECEIVE,193,161,,WR-P-E2-0001,1,4240000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,17-05-2025 02:24,08-11-2021 00:00,PC_004,1,1
8480,,10000,27-03-2022,SEZ2,IGS,IGS,"RoHS,Security Tape",111742,250,250,39,1,RM-MIC-0003,6490000,12346,5,PURCHASES,,WR-P,RECEIVE,198,219,,WR-P-E2-0001,1,6490000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,06-04-2027 00:03,16-05-2027 13:46,PC_005,1,1
8481,,10000,03-11-2022,SEZ3,TMG,TMG,OTCT-650*478*228MM-1000PCS SODIMM-Y,114717,175,175,39,1,RM-MIC-0003,9610000,12347,5,PURCHASES,,WR-P,RECEIVE,144,217,,WR-P-E2-0001,1,3610000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,09-06-2026 11:15,08-11-2021 00:00,PC_004,1,1
8482,,10000,05-10-2021,SEZ2,IGS,IGS,"RoHS,Label, 5 X 2 inch blank",132453,200,200,39,1,RM-MIC-0003,6250000,54673,5,PURCHASES,,WR-P,RECEIVE,205,137,,WR-P-E2-0001,1,6250000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00644,23-09-2025 12:16,28-06-2025 20:15,PC_004,1,1
8483,,10000,22-11-2021,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,135506,0,0,39,1,RM-MIC-0003,2390000,54673,5,PURCHASES,,WR-P,RECEIVE,115,122,,WR-P-E2-0001,1,4390000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,04-07-2025 19:59,12-07-2026 00:00,PC_005,1,1
8484,,10000,17-10-2022,SEZ3,TMG,TMG,OTCT-650*478*228MM-1000PCS SODIMM-Y,138212,175,175,39,1,RM-MIC-0003,4920000,54673,5,PURCHASES,,WR-P,RECEIVE,246,194,,WR-P-E2-0001,1,4920000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,24-02-2025 06:09,25-03-2027 05:24,PC_005,1,1
8485,,10000,07-12-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",114717,175,175,39,1,RM-MIC-0003,7080000,12347,5,PURCHASES,,WR-P,RECEIVE,122,135,,WR-P-E2-0001,1,3080000,1,1,GRN-E2-00192,SHREERESHMI.M,,1,EA,,IDS-21E2-00705,30-04-2027 06:50,28-01-2026 00:00,PC_003,1,1
8486,,10000,29-09-2022,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",102565,175,175,39,1,RM-MIC-0003,390000,12346,5,PURCHASES,,WR-P,RECEIVE,105,187,,WR-P-E2-0001,1,390000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00080,24-08-2023 01:33,12-12-2026 06:38,PC_005,1,1
8487,,10000,11-12-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,119191,250,250,39,1,RM-MIC-0003,3090000,56749,5,PURCHASES,,WR-P,RECEIVE,245,141,,WR-P-E2-0001,1,7090000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00561,01-07-2027 17:44,08-11-2021 00:00,PC_004,1,1
8488,,10000,04-02-2022,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",108259,250,250,39,1,RM-MIC-0003,9800000,54673,5,PURCHASES,,WR-P,RECEIVE,155,107,,WR-P-E2-0001,1,4800000,1,1,GRN-E2-00415,SHREERESHMI.M,,1,EA,,IDS-21E2-00374,19-01-2026 08:30,08-11-2021 00:00,PC_002,1,1
8489,,10000,02-12-2021,SEZ3,TMG,TMG,_RARE_,EII-CNS-OT-0025,0,0,39,1,RM-MIC-0003,7940000,56749,5,PURCHASES,,WR-P,RECEIVE,238,112,,WR-P-E2-0001,1,7920000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00816,27-06-2027 19:28,22-01-2027 20:48,PC_005,1,1
8490,,10000,18-07-2022,SEZ3,TMG,TMG,_RARE_,108259,250,250,39,1,RM-MIC-0003,1600000,54673,5,PURCHASES,,WR-P,RECEIVE,230,166,,WR-P-E2-0001,1,1300000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00080,07-06-2025 00:00,08-11-2021 00:00,PC_005,1,1
8491,,10000,11-09-2021,SEZ2,IGS,IGS,"RoHS,Security Tape",112048,200,200,39,1,RM-MIC-0003,4990000,54673,5,PURCHASES,,WR-P,RECEIVE,206,138,,WR-P-E2-0001,1,4990000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,15-08-2026 16:06,26-12-2027 09:08,PC_003,1,1
8492,,10000,15-10-2021,SEZ3,TMG,TMG,_RARE_,100441,175,175,39,1,RM-MIC-0003,5990000,56749,5,PURCHASES,,WR-P,RECEIVE,226,240,,WR-P-E2-0001,1,5990000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,24-02-2027 07:26,08-11-2021 00:00,PC_005,1,1
8493,,10000,27-03-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",102565,200,200,39,1,RM-MIC-0003,1000000,12347,5,PURCHASES,,WR-P,RECEIVE,198,106,,WR-P-E2-0001,1,1000000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,15-06-2026 18:04,19-03-2026 22:34,PC_003,1,1
8494,,10000,20-12-2022,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",143108,175,175,39,1,RM-MIC-0003,5300000,54673,5,PURCHASES,,WR-P,RECEIVE,187,154,,WR-P-E2-0001,1,5300000,1,1,GRN-E2-00176,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,07-03-2025 21:46,08-11-2021 00:00,PC_004,1,1
8495,,10000,21-08-2021,SEZ2,IGS,IGS,OTCT-325*193*227MM-200PCS SODIMM-Y,1000457,175,175,39,1,RM-MIC-0003,2620000,12346,5,PURCHASES,,WR-P,RECEIVE,188,188,,WR-P-E2-0001,1,2620000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,30-01-2026 13:31,08-11-2021 00:00,PC_002,1,1
8496,,10000,30-08-2021,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,1000457,0,0,39,1,RM-MIC-0003,4040000,54673,5,PURCHASES,,WR-P,RECEIVE,180,209,,WR-P-E2-0001,1,4040000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,10-03-2026 14:59,06-04-2023 01:33,PC_002,1,1
8497,,10000,06-10-2022,SEZ2,IGS,IGS,"RoHS,SCM1G8Z41CD8SA-062E",146860,175,175,39,1,RM-MIC-0003,1350000,12346,5,PURCHASES,,WR-P,RECEIVE,146,175,,WR-P-E2-0001,1,1350000,1,1,GRN-E2-00672,SHREERESHMI.M,,1,EA,,IDS-21E2-00816,29-05-2027 10:54,08-11-2021 00:00,PC_003,1,1
8498,,10000,16-08-2021,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",EII-CNS-OT-0025,175,175,39,1,RM-MIC-0003,7770000,56749,5,PURCHASES,,WR-P,RECEIVE,126,113,,WR-P-E2-0001,1,7770000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00372,18-02-2025 08:55,08-11-2021 00:00,PC_005,1,1
8499,,10000,22-10-2022,SEZ2,IGS,IGS,STATIC SHIELDED BAGS OF SIZE 280x220,1000457,250,250,39,1,RM-MIC-0003,690000,54673,5,PURCHASES,,WR-P,RECEIVE,231,209,,WR-P-E2-0001,1,690000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,27-03-2026 17:48,08-11-2021 00:00,PC_005,1,1
8500,,10000,25-03-2021,SEZ2,IGS,IGS,OTCT-650*478*228MM-1000PCS SODIMM-Y,1000457,250,250,39,1,RM-MIC-0003,360000,12347,5,PURCHASES,,WR-P,RECEIVE,138,166,,WR-P-E2-0001,1,360000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,01-05-2027 18:37,12-07-2026 00:00,PC_004,1,1
8501,,10000,19-06-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,133133,0,0,39,1,RM-MIC-0003,8480000,56749,5,PURCHASES,,WR-P,RECEIVE,208,162,,WR-P-E2-0001,1,8980000,1,1,GRN-E2-00163,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,25-09-2027 20:08,14-10-2026 07:09,PC_002,1,1
8502,,10000,17-01-2022,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",131664,0,0,39,1,RM-MIC-0003,8600000,12347,5,PURCHASES,,WR-P,RECEIVE,162,226,,WR-P-E2-0001,1,8630000,1,1,GRN-E2-00414,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,05-09-2025 17:36,08-11-2021 00:00,PC_004,1,1
8503,,10000,06-07-2021,SEZ3,TMG,TMG,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,108259,0,0,39,1,RM-MIC-0003,2600000,54673,5,PURCHASES,,WR-P,RECEIVE,113,236,,WR-P-E2-0001,1,2600000,1,1,GRN-E2-00446,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,03-02-2027 23:28,09-07-2025 09:28,PC_002,1,1
8504,,10000,11-08-2021,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",114717,0,0,39,1,RM-MIC-0003,2260000,12346,5,PURCHASES,,WR-P,RECEIVE,134,186,,WR-P-E2-0001,1,2260000,1,1,GRN-E2-00286,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,06-12-2026 11:23,08-11-2021 00:00,PC_005,1,1
8505,,10000,04-07-2022,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,131536,200,200,39,1,RM-MIC-0003,2380000,12346,5,PURCHASES,,WR-P,RECEIVE,180,196,,WR-P-E2-0001,1,2380000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,13-11-2025 16:19,25-06-2025 13:24,PC_003,1,1
8506,,10000,19-11-2022,SEZ3,TMG,TMG,OTCT-650*478*228MM-1000PCS SODIMM-Y,138924,200,200,39,1,RM-MIC-0003,3840000,54673,5,PURCHASES,,WR-P,RECEIVE,176,120,,WR-P-E2-0001,1,3840000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00692,08-09-2025 23:36,22-02-2026 00:00,PC_003,1,1
8507,,10000,22-12-2022,SEZ2,IGS,IGS,"RoHS,SCM1G8Z41CD8SA-062E",114717,250,250,39,1,RM-MIC-0003,4130000,12345,5,PURCHASES,,WR-P,RECEIVE,125,123,,WR-P-E2-0001,1,4130000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,27-05-2025 23:41,11-08-2023 18:29,PC_005,1,1
8508,,10000,04-09-2021,SEZ2,IGS,IGS,"ROHS,Attention Tape",105581,250,250,39,1,RM-MIC-0003,7210000,12347,5,PURCHASES,,WR-P,RECEIVE,225,242,,WR-P-E2-0001,1,7210000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00086,19-04-2027 03:38,27-10-2025 04:07,PC_005,1,1
8509,,10000,24-08-2021,SEZ2,IGS,IGS,"RoHS,Label, 5 X 2 inch blank",121571,250,250,39,1,RM-MIC-0003,7040000,56749,5,PURCHASES,,WR-P,RECEIVE,146,138,,WR-P-E2-0001,1,7040000,1,1,GRN-E2-00166,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,12-05-2025 15:36,08-02-2026 00:00,PC_004,1,1
8510,,10000,20-01-2022,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",145340,200,200,39,1,RM-MIC-0003,10060000,12347,5,PURCHASES,,WR-P,RECEIVE,226,243,,WR-P-E2-0001,1,10080000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,19-01-2027 10:09,25-09-2025 00:00,PC_004,1,1
8511,,10000,23-03-2021,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",134736,250,250,39,1,RM-MIC-0003,10050000,54673,5,PURCHASES,,WR-P,RECEIVE,132,232,,WR-P-E2-0001,1,10050000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,28-08-2025 21:36,08-11-2021 00:00,PC_004,1,1
8512,,10000,01-04-2022,SEZ2,IGS,IGS,OTCT-325*193*227MM-200PCS SODIMM-Y,119191,200,200,39,1,RM-MIC-0003,6780000,56749,5,PURCHASES,,WR-P,RECEIVE,151,120,,WR-P-E2-0001,1,6780000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00322,13-02-2027 09:12,25-12-2025 09:05,PC_003,1,1
8513,,10000,03-03-2022,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",1000457,0,0,39,1,RM-MIC-0003,6510000,12346,5,PURCHASES,,WR-P,RECEIVE,133,130,,WR-P-E2-0001,1,6510000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00692,09-04-2027 08:43,08-11-2021 00:00,PC_005,1,1
8514,,10000,26-12-2021,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",141663,175,175,39,1,RM-MIC-0003,2320000,54673,5,PURCHASES,,WR-P,RECEIVE,142,114,,WR-P-E2-0001,1,2320000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,23-08-2025 04:14,28-06-2025 20:15,PC_004,1,1
8515,,10000,12-03-2021,SEZ3,TMG,TMG,OTCT-650*478*228MM-1000PCS SODIMM-Y,132796,0,0,39,1,RM-MIC-0003,1890000,54673,5,PURCHASES,,WR-P,RECEIVE,195,229,,WR-P-E2-0001,1,1890000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00080,09-05-2026 09:37,22-02-2026 00:00,PC_004,1,1
